,date,tic,close,Qty,Amount,Investing_value,Cash,portfolio_value
113,2023-05-15,FAST,53.56861114501953,0.0,0.0,0.0,1000000.0,1000000.0
114,2023-05-15,KO,62.95722961425781,0.0,0.0,0.0,1000000.0,1000000.0
115,2023-05-15,MSFT,307.5084533691406,0.0,0.0,0.0,1000000.0,1000000.0
116,2023-05-15,NKE,119.03759765625,0.0,0.0,0.0,1000000.0,1000000.0
117,2023-05-15,PFE,36.26165771484375,0.0,0.0,0.0,1000000.0,1000000.0
118,2023-05-15,PYPL,62.25,0.0,0.0,0.0,1000000.0,1000000.0
119,2023-05-15,SBUX,105.4946517944336,0.0,0.0,0.0,1000000.0,1000000.0
120,2023-05-15,TSLA,166.35000610351562,0.0,0.0,0.0,1000000.0,1000000.0
121,2023-05-16,AAPL,171.61187744140625,0.0,0.0,0.0,1000000.0,1000000.0
122,2023-05-16,AMZN,113.4000015258789,0.0,0.0,0.0,1000000.0,1000000.0
123,2023-05-16,DX,10.091901779174805,0.0,0.0,0.0,1000000.0,1000000.0
124,2023-05-16,FAST,52.995574951171875,0.0,0.0,0.0,1000000.0,1000000.0
125,2023-05-16,KO,62.248294830322266,0.0,0.0,0.0,1000000.0,1000000.0
126,2023-05-16,MSFT,309.7740783691406,0.0,0.0,0.0,1000000.0,1000000.0
127,2023-05-16,NKE,115.70974731445312,0.0,0.0,0.0,1000000.0,1000000.0
128,2023-05-16,PFE,36.11528396606445,0.0,0.0,0.0,1000000.0,1000000.0
129,2023-05-16,PYPL,60.79999923706055,0.0,0.0,0.0,1000000.0,1000000.0
130,2023-05-16,SBUX,104.1492691040039,0.0,0.0,0.0,1000000.0,1000000.0
131,2023-05-16,TSLA,166.52000427246094,0.0,0.0,0.0,1000000.0,1000000.0
132,2023-05-17,AAPL,172.230224609375,0.0,0.0,0.0,1000000.0,1000000.0
133,2023-05-17,AMZN,115.5,0.0,0.0,0.0,1000000.0,1000000.0
134,2023-05-17,DX,10.288497924804688,0.0,0.0,0.0,1000000.0,1000000.0
135,2023-05-17,FAST,53.56861114501953,0.0,0.0,0.0,1000000.0,1000000.0
136,2023-05-17,KO,62.17937469482422,0.0,0.0,0.0,1000000.0,1000000.0
137,2023-05-17,MSFT,312.7019348144531,0.0,0.0,0.0,1000000.0,1000000.0
138,2023-05-17,NKE,116.20643615722656,0.0,0.0,0.0,1000000.0,1000000.0
139,2023-05-17,PFE,35.861568450927734,0.0,0.0,0.0,1000000.0,1000000.0
140,2023-05-17,PYPL,61.459999084472656,0.0,0.0,0.0,1000000.0,1000000.0
141,2023-05-17,SBUX,104.55486297607422,0.0,0.0,0.0,1000000.0,1000000.0
142,2023-05-17,TSLA,173.86000061035156,0.0,0.0,0.0,1000000.0,1000000.0
143,2023-05-18,AAPL,174.5839385986328,0.0,0.0,0.0,1000000.0,1000000.0
144,2023-05-18,AMZN,118.1500015258789,0.0,0.0,0.0,1000000.0,1000000.0
145,2023-05-18,DX,10.419561386108398,0.0,0.0,0.0,1000000.0,1000000.0
146,2023-05-18,FAST,54.57635498046875,0.0,0.0,0.0,1000000.0,1000000.0
147,2023-05-18,KO,61.83475112915039,0.0,0.0,0.0,1000000.0,1000000.0
148,2023-05-18,MSFT,317.2032470703125,0.0,0.0,0.0,1000000.0,1000000.0
149,2023-05-18,NKE,118.08393859863281,0.0,0.0,0.0,1000000.0,1000000.0
150,2023-05-18,PFE,35.59809875488281,0.0,0.0,0.0,1000000.0,1000000.0
151,2023-05-18,PYPL,61.27000045776367,0.0,0.0,0.0,1000000.0,1000000.0
152,2023-05-18,SBUX,105.9398193359375,0.0,0.0,0.0,1000000.0,1000000.0
153,2023-05-18,TSLA,176.88999938964844,0.0,0.0,0.0,1000000.0,1000000.0
154,2023-05-19,AAPL,174.6936492919922,0.0,0.0,0.0,1000000.0,1000000.0
155,2023-05-19,AMZN,116.25,0.0,0.0,0.0,1000000.0,1000000.0
156,2023-05-19,DX,10.277477264404297,0.0,0.0,0.0,1000000.0,1000000.0
157,2023-05-19,FAST,54.339237213134766,0.0,0.0,0.0,1000000.0,1000000.0
158,2023-05-19,KO,61.86429214477539,0.0,0.0,0.0,1000000.0,1000000.0
159,2023-05-19,MSFT,317.0239562988281,0.0,0.0,0.0,1000000.0,1000000.0
160,2023-05-19,NKE,114.0011215209961,0.0,0.0,0.0,1000000.0,1000000.0
161,2023-05-19,PFE,35.88108825683594,0.0,0.0,0.0,1000000.0,1000000.0
162,2023-05-19,PYPL,60.91999816894531,0.0,0.0,0.0,1000000.0,1000000.0
163,2023-05-19,SBUX,104.37680053710938,0.0,0.0,0.0,1000000.0,1000000.0
164,2023-05-19,TSLA,180.13999938964844,0.0,0.0,0.0,1000000.0,1000000.0
165,2023-05-22,AAPL,173.73619079589844,2000.0,348000.0,347472.3815917969,652000.0,1000998.8961029053
166,2023-05-22,AMZN,115.01000213623047,1500.0,520500.0,172515.0032043457,479500.0,1000998.8961029053
167,2023-05-22,DX,10.391144752502441,0.0,520500.0,0.0,479500.0,1000998.8961029053
168,2023-05-22,FAST,54.724552154541016,0.0,520500.0,0.0,479500.0,1000998.8961029053
169,2023-05-22,KO,60.564579010009766,0.0,520500.0,0.0,479500.0,1000998.8961029053
170,2023-05-22,MSFT,319.85223388671875,180.0,578100.0,57573.402099609375,421900.0,1000998.8961029053
171,2023-05-22,NKE,109.45140838623047,0.0,578100.0,0.0,421900.0,1000998.8961029053
172,2023-05-22,PFE,37.8132209777832,0.0,578100.0,0.0,421900.0,1000998.8961029053
173,2023-05-22,PYPL,63.029998779296875,0.0,578100.0,0.0,421900.0,1000998.8961029053
174,2023-05-22,SBUX,101.7948226928711,750.0,655350.0,76346.11701965332,344650.0,1000998.8961029053
175,2023-05-22,TSLA,188.8699951171875,1600.0,955100.0,302191.9921875,44900.0,1000998.8961029053
176,2023-05-23,AAPL,171.1032257080078,1700.0,903800.0,290875.4837036133,96200.0,988823.2567596436
177,2023-05-23,AMZN,114.98999786376953,1250.0,874800.0,143737.4973297119,125200.0,988823.2567596436
178,2023-05-23,DX,10.400617599487305,0.0,874800.0,0.0,125200.0,988823.2567596436
179,2023-05-23,FAST,53.66740417480469,0.0,874800.0,0.0,125200.0,988823.2567596436
180,2023-05-23,KO,60.45627212524414,0.0,874800.0,0.0,125200.0,988823.2567596436
181,2023-05-23,MSFT,313.9566955566406,80.0,843200.0,25116.53564453125,156800.0,988823.2567596436
182,2023-05-23,NKE,108.06066131591797,0.0,843200.0,0.0,156800.0,988823.2567596436
183,2023-05-23,PFE,38.681705474853516,0.0,843200.0,0.0,156800.0,988823.2567596436
184,2023-05-23,PYPL,62.0,2500.0,998200.0,155000.0,1800.0,988823.2567596436
185,2023-05-23,SBUX,99.26231384277344,750.0,998200.0,74446.73538208008,1800.0,988823.2567596436
186,2023-05-23,TSLA,185.77000427246094,1100.0,904700.0,204347.00469970703,95300.0,988823.2567596436
187,2023-05-24,AAPL,171.38247680664062,1700.0,904700.0,291350.21057128906,95300.0,987187.0269012451
188,2023-05-24,AMZN,116.75,1250.0,904700.0,145937.5,95300.0,987187.0269012451
189,2023-05-24,DX,10.249059677124023,0.0,904700.0,0.0,95300.0,987187.0269012451
190,2023-05-24,FAST,53.20305252075195,0.0,904700.0,0.0,95300.0,987187.0269012451
191,2023-05-24,KO,59.94426345825195,0.0,904700.0,0.0,95300.0,987187.0269012451
192,2023-05-24,MSFT,312.55255126953125,80.0,904700.0,25004.2041015625,95300.0,987187.0269012451
193,2023-05-24,NKE,107.57390594482422,0.0,904700.0,0.0,95300.0,987187.0269012451
194,2023-05-24,PFE,37.69612121582031,0.0,904700.0,0.0,95300.0,987187.0269012451
195,2023-05-24,PYPL,61.79999923706055,2500.0,904700.0,154499.99809265137,95300.0,987187.0269012451
196,2023-05-24,SBUX,98.5401611328125,750.0,904700.0,73905.12084960938,95300.0,987187.0269012451
197,2023-05-24,TSLA,182.89999389648438,1100.0,904700.0,201189.9932861328,95300.0,987187.0269012451
198,2023-05-25,AAPL,172.5294189453125,1700.0,904700.0,293300.01220703125,95300.0,982694.8678588867
199,2023-05-25,AMZN,115.0,1250.0,904700.0,143750.0,95300.0,982694.8678588867
200,2023-05-25,DX,9.993307113647461,0.0,904700.0,0.0,95300.0,982694.8678588867
201,2023-05-25,FAST,53.67729187011719,0.0,904700.0,0.0,95300.0,982694.8678588867
202,2023-05-25,KO,59.48148727416992,0.0,904700.0,0.0,95300.0,982694.8678588867
203,2023-05-25,MSFT,324.5726318359375,80.0,904700.0,25965.810546875,95300.0,982694.8678588867
204,2023-05-25,NKE,106.7692642211914,0.0,904700.0,0.0,95300.0,982694.8678588867
205,2023-05-25,PFE,36.915462493896484,0.0,904700.0,0.0,95300.0,982694.8678588867
206,2023-05-25,PYPL,59.369998931884766,2500.0,904700.0,148424.9973297119,95300.0,982694.8678588867
207,2023-05-25,SBUX,97.38272857666016,750.0,904700.0,73037.04643249512,95300.0,982694.8678588867
208,2023-05-25,TSLA,184.47000122070312,1100.0,904700.0,202917.00134277344,95300.0,982694.8678588867
209,2023-05-26,AAPL,174.96290588378906,1700.0,904700.0,297436.9400024414,95300.0,1005536.3729095459
210,2023-05-26,AMZN,120.11000061035156,1250.0,904700.0,150137.50076293945,95300.0,1005536.3729095459
211,2023-05-26,DX,10.334309577941895,0.0,904700.0,0.0,95300.0,1005536.3729095459
212,2023-05-26,FAST,54.497314453125,0.0,904700.0,0.0,95300.0,1005536.3729095459
213,2023-05-26,KO,59.33378982543945,0.0,904700.0,0.0,95300.0,1005536.3729095459
214,2023-05-26,MSFT,331.51385498046875,80.0,904700.0,26521.1083984375,95300.0,1005536.3729095459
215,2023-05-26,NKE,106.79906463623047,0.0,904700.0,0.0,95300.0,1005536.3729095459
216,2023-05-26,PFE,36.69102096557617,0.0,904700.0,0.0,95300.0,1005536.3729095459
217,2023-05-26,PYPL,60.220001220703125,2500.0,904700.0,150550.0030517578,95300.0,1005536.3729095459
218,2023-05-26,SBUX,97.47176361083984,750.0,904700.0,73103.82270812988,95300.0,1005536.3729095459
219,2023-05-26,TSLA,193.1699981689453,1100.0,904700.0,212486.99798583984,95300.0,1005536.3729095459
220,2023-05-30,AAPL,176.82794189453125,1700.0,904700.0,300607.5012207031,95300.0,1023295.8693695068
221,2023-05-30,AMZN,121.66000366210938,1250.0,904700.0,152075.00457763672,95300.0,1023295.8693695068
222,2023-05-30,DX,10.62795352935791,0.0,904700.0,0.0,95300.0,1023295.8693695068
223,2023-05-30,FAST,54.240440368652344,0.0,904700.0,0.0,95300.0,1023295.8693695068
224,2023-05-30,KO,58.86117172241211,0.0,904700.0,0.0,95300.0,1023295.8693695068
225,2023-05-30,MSFT,329.84075927734375,80.0,904700.0,26387.2607421875,95300.0,1023295.8693695068
226,2023-05-30,NKE,105.81560516357422,0.0,904700.0,0.0,95300.0,1023295.8693695068
227,2023-05-30,PFE,36.11528396606445,0.0,904700.0,0.0,95300.0,1023295.8693695068
228,2023-05-30,PYPL,62.04999923706055,2500.0,904700.0,155124.99809265137,95300.0,1023295.8693695068
229,2023-05-30,SBUX,96.70013427734375,750.0,904700.0,72525.10070800781,95300.0,1023295.8693695068
230,2023-05-30,TSLA,201.16000366210938,1100.0,904700.0,221276.0040283203,95300.0,1023295.8693695068
231,2023-05-31,AAPL,176.77806091308594,1700.0,904700.0,300522.7035522461,95300.0,1024451.784362793
232,2023-05-31,AMZN,120.58000183105469,1250.0,904700.0,150725.00228881836,95300.0,1024451.784362793
233,2023-05-31,DX,10.64689826965332,0.0,904700.0,0.0,95300.0,1024451.784362793
234,2023-05-31,FAST,53.20305252075195,0.0,904700.0,0.0,95300.0,1024451.784362793
235,2023-05-31,KO,58.74301528930664,0.0,904700.0,0.0,95300.0,1024451.784362793
236,2023-05-31,MSFT,327.0324401855469,80.0,904700.0,26162.59521484375,95300.0,1024451.784362793
237,2023-05-31,NKE,104.5639419555664,0.0,904700.0,0.0,95300.0,1024451.784362793
238,2023-05-31,PFE,37.100868225097656,0.0,904700.0,0.0,95300.0,1024451.784362793
239,2023-05-31,PYPL,61.9900016784668,2500.0,904700.0,154975.004196167,95300.0,1024451.784362793
240,2023-05-31,SBUX,96.59131622314453,750.0,904700.0,72443.4871673584,95300.0,1024451.784362793
241,2023-05-31,TSLA,203.92999267578125,1100.0,904700.0,224322.99194335938,95300.0,1024451.784362793
242,2023-06-01,AAPL,179.61050415039062,1700.0,904700.0,305337.85705566406,95300.0,1038531.6292572021
243,2023-06-01,AMZN,122.7699966430664,1250.0,904700.0,153462.495803833,95300.0,1038531.6292572021
244,2023-06-01,DX,10.855289459228516,0.0,904700.0,0.0,95300.0,1038531.6292572021
245,2023-06-01,FAST,53.25245666503906,0.0,904700.0,0.0,95300.0,1038531.6292572021
246,2023-06-01,KO,59.077789306640625,0.0,904700.0,0.0,95300.0,1038531.6292572021
247,2023-06-01,MSFT,331.205078125,80.0,904700.0,26496.40625,95300.0,1038531.6292572021
248,2023-06-01,NKE,102.94471740722656,300.0,935900.0,30883.41522216797,64100.0,1038531.6292572021
249,2023-06-01,PFE,37.100868225097656,0.0,935900.0,0.0,64100.0,1038531.6292572021
250,2023-06-01,PYPL,63.04999923706055,2500.0,935900.0,157624.99809265137,64100.0,1038531.6292572021
251,2023-06-01,SBUX,96.47260284423828,750.0,935900.0,72354.45213317871,64100.0,1038531.6292572021
252,2023-06-01,TSLA,207.52000427246094,1100.0,935900.0,228272.00469970703,64100.0,1038531.6292572021
253,2023-06-02,AAPL,180.4682159423828,1700.0,935900.0,306795.9671020508,64100.0,1054362.0209503174
254,2023-06-02,AMZN,124.25,1250.0,935900.0,155312.5,64100.0,1054362.0209503174
255,2023-06-02,DX,11.092097282409668,0.0,935900.0,0.0,64100.0,1054362.0209503174
256,2023-06-02,FAST,54.70479202270508,0.0,935900.0,0.0,64100.0,1054362.0209503174
257,2023-06-02,KO,60.2199592590332,0.0,935900.0,0.0,64100.0,1054362.0209503174
258,2023-06-02,MSFT,334.0134582519531,80.0,935900.0,26721.07666015625,64100.0,1054362.0209503174
259,2023-06-02,NKE,107.41970825195312,100.0,914300.0,10741.970825195312,85700.0,1054362.0209503174
260,2023-06-02,PFE,37.43265151977539,0.0,914300.0,0.0,85700.0,1054362.0209503174
261,2023-06-02,PYPL,63.959999084472656,2500.0,914300.0,159899.99771118164,85700.0,1054362.0209503174
262,2023-06-02,SBUX,98.43134307861328,750.0,914300.0,73823.50730895996,85700.0,1054362.0209503174
263,2023-06-02,TSLA,213.97000122070312,1100.0,914300.0,235367.00134277344,85700.0,1054362.0209503174
264,2023-06-05,AAPL,179.10186767578125,1700.0,914300.0,304473.1750488281,85700.0,1058835.6624603271
265,2023-06-05,AMZN,125.30000305175781,1250.0,914300.0,156625.00381469727,85700.0,1058835.6624603271
266,2023-06-05,DX,10.93106746673584,0.0,914300.0,0.0,85700.0,1058835.6624603271
267,2023-06-05,FAST,54.625755310058594,0.0,914300.0,0.0,85700.0,1058835.6624603271
268,2023-06-05,KO,59.816261291503906,0.0,914300.0,0.0,85700.0,1058835.6624603271
269,2023-06-05,MSFT,334.5512390136719,80.0,914300.0,26764.09912109375,85700.0,1058835.6624603271
270,2023-06-05,NKE,104.84832763671875,100.0,914300.0,10484.832763671875,85700.0,1058835.6624603271
271,2023-06-05,PFE,37.71563720703125,0.0,914300.0,0.0,85700.0,1058835.6624603271
272,2023-06-05,PYPL,64.51000213623047,2500.0,914300.0,161275.00534057617,85700.0,1058835.6624603271
273,2023-06-05,SBUX,98.85672760009766,750.0,914300.0,74142.54570007324,85700.0,1058835.6624603271
274,2023-06-05,TSLA,217.61000061035156,1100.0,914300.0,239371.00067138672,85700.0,1058835.6624603271
275,2023-06-06,AAPL,178.73284912109375,1700.0,914300.0,303845.8435058594,85700.0,1063840.6977081299
276,2023-06-06,AMZN,126.61000061035156,1250.0,914300.0,158262.50076293945,85700.0,1063840.6977081299
277,2023-06-06,DX,11.243654251098633,0.0,914300.0,0.0,85700.0,1063840.6977081299
278,2023-06-06,FAST,53.31173324584961,0.0,914300.0,0.0,85700.0,1063840.6977081299
279,2023-06-06,KO,59.383026123046875,0.0,914300.0,0.0,85700.0,1063840.6977081299
280,2023-06-06,MSFT,332.300537109375,80.0,914300.0,26584.04296875,85700.0,1063840.6977081299
281,2023-06-06,NKE,105.83502197265625,100.0,914300.0,10583.502197265625,85700.0,1063840.6977081299
282,2023-06-06,PFE,37.442405700683594,0.0,914300.0,0.0,85700.0,1063840.6977081299
283,2023-06-06,PYPL,65.0199966430664,2500.0,914300.0,162549.99160766602,85700.0,1063840.6977081299
284,2023-06-06,SBUX,97.16509246826172,750.0,914300.0,72873.81935119629,85700.0,1063840.6977081299
285,2023-06-06,TSLA,221.30999755859375,1100.0,914300.0,243440.99731445312,85700.0,1063840.6977081299
286,2023-06-07,AAPL,177.3465576171875,1700.0,914300.0,301489.14794921875,85700.0,1054941.5531158447
287,2023-06-07,AMZN,121.2300033569336,1250.0,914300.0,151537.504196167,85700.0,1054941.5531158447
288,2023-06-07,DX,11.33837890625,0.0,914300.0,0.0,85700.0,1054941.5531158447
289,2023-06-07,FAST,53.291969299316406,0.0,914300.0,0.0,85700.0,1054941.5531158447
290,2023-06-07,KO,59.294410705566406,0.0,914300.0,0.0,85700.0,1054941.5531158447
291,2023-06-07,MSFT,322.04315185546875,80.0,914300.0,25763.4521484375,85700.0,1054941.5531158447
292,2023-06-07,NKE,106.73200988769531,100.0,914300.0,10673.200988769531,85700.0,1054941.5531158447
